Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2023-01-01 00:00:00,Belgium,Belgium,BE,126.32,174.45,73.38,34.05,Electricity Maps Estimation; entsoe.eu
