Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2023-10-12 00:00:00,Belgium,Belgium,BE,161.87,216.59,66.29,28.40,entsoe.eu
2023-10-13 00:00:00,Belgium,Belgium,BE,77.65,111.83,85.49,51.94,entsoe.eu
2023-10-14 00:00:00,Belgium,Belgium,BE,108.93,151.72,80.08,46.83,entsoe.eu
2023-10-15 00:00:00,Belgium,Belgium,BE,111.81,155.41,80.25,42.02,entsoe.eu
2023-10-16 00:00:00,Belgium,Belgium,BE,145.40,196.19,71.70,27.97,entsoe.eu
2023-10-17 00:00:00,Belgium,Belgium,BE,87.61,125.23,82.97,43.85,entsoe.eu
2023-10-18 00:00:00,Belgium,Belgium,BE,71.13,104.24,86.40,43.96,entsoe.eu
2023-10-19 00:00:00,Belgium,Belgium,BE,90.67,128.05,81.73,32.15,entsoe.eu
2023-10-20 00:00:00,Belgium,Belgium,BE,96.00,134.10,81.39,34.36,entsoe.eu
2023-10-21 00:00:00,Belgium,Belgium,BE,59.85,89.87,88.36,46.48,entsoe.eu
2023-10-22 00:00:00,Belgium,Belgium,BE,101.43,140.91,81.17,29.96,entsoe.eu
2023-10-23 00:00:00,Belgium,Belgium,BE,140.96,189.64,71.66,25.29,entsoe.eu
2023-10-24 00:00:00,Belgium,Belgium,BE,129.65,175.77,73.90,33.04,entsoe.eu
2023-10-25 00:00:00,Belgium,Belgium,BE,152.34,201.38,70.73,23.42,entsoe.eu
2023-10-26 00:00:00,Belgium,Belgium,BE,145.44,194.80,70.79,22.78,entsoe.eu
2023-10-27 00:00:00,Belgium,Belgium,BE,104.95,144.82,79.04,28.39,entsoe.eu
2023-10-28 00:00:00,Belgium,Belgium,BE,53.96,82.92,89.23,43.93,entsoe.eu
2023-10-29 00:00:00,Belgium,Belgium,BE,65.18,97.37,87.41,48.67,entsoe.eu
2023-10-30 00:00:00,Belgium,Belgium,BE,127.34,171.80,76.23,32.34,entsoe.eu
2023-10-31 00:00:00,Belgium,Belgium,BE,116.80,158.62,78.16,31.96,entsoe.eu
2023-11-01 00:00:00,Belgium,Belgium,BE,58.96,88.49,88.64,44.34,entsoe.eu
2023-11-02 00:00:00,Belgium,Belgium,BE,76.72,110.47,85.35,45.81,entsoe.eu
2023-11-03 00:00:00,Belgium,Belgium,BE,70.29,103.30,86.40,47.57,entsoe.eu
2023-11-04 00:00:00,Belgium,Belgium,BE,64.77,95.92,87.64,44.83,entsoe.eu
2023-11-05 00:00:00,Belgium,Belgium,BE,61.82,91.48,88.14,45.19,entsoe.eu
2023-11-06 00:00:00,Belgium,Belgium,BE,89.29,125.37,83.47,48.44,entsoe.eu
2023-11-07 00:00:00,Belgium,Belgium,BE,102.39,142.21,80.49,45.36,entsoe.eu
2023-11-08 00:00:00,Belgium,Belgium,BE,97.47,135.10,81.51,45.64,entsoe.eu
2023-11-09 00:00:00,Belgium,Belgium,BE,110.48,150.35,79.66,40.06,entsoe.eu
2023-11-10 00:00:00,Belgium,Belgium,BE,88.45,124.79,82.06,39.29,entsoe.eu
2023-11-11 00:00:00,Belgium,Belgium,BE,115.49,157.30,78.33,31.32,entsoe.eu
2023-11-12 00:00:00,Belgium,Belgium,BE,98.92,136.93,80.37,23.15,entsoe.eu
2023-11-13 00:00:00,Belgium,Belgium,BE,79.22,112.67,84.22,42.10,entsoe.eu
2023-11-14 00:00:00,Belgium,Belgium,BE,73.78,105.44,85.57,43.63,entsoe.eu
2023-11-15 00:00:00,Belgium,Belgium,BE,90.28,126.55,82.70,43.51,entsoe.eu
2023-11-16 00:00:00,Belgium,Belgium,BE,156.22,204.59,70.48,20.86,entsoe.eu
2023-11-17 00:00:00,Belgium,Belgium,BE,161.39,211.77,68.88,18.39,entsoe.eu
2023-11-18 00:00:00,Belgium,Belgium,BE,68.77,100.19,86.24,39.59,entsoe.eu
2023-11-19 00:00:00,Belgium,Belgium,BE,65.03,95.65,88.00,48.39,entsoe.eu
2023-11-20 00:00:00,Belgium,Belgium,BE,100.35,139.10,79.48,29.37,entsoe.eu
2023-11-21 00:00:00,Belgium,Belgium,BE,138.33,186.14,71.25,23.47,entsoe.eu
2023-11-22 00:00:00,Belgium,Belgium,BE,137.44,183.98,73.54,29.27,entsoe.eu
2023-11-23 00:00:00,Belgium,Belgium,BE,104.81,143.01,81.18,47.89,entsoe.eu
2023-11-24 00:00:00,Belgium,Belgium,BE,91.66,126.30,84.19,49.39,entsoe.eu
2023-11-25 00:00:00,Belgium,Belgium,BE,124.19,165.04,78.89,41.89,entsoe.eu
2023-11-26 00:00:00,Belgium,Belgium,BE,172.68,221.87,70.74,27.22,entsoe.eu
2023-11-27 00:00:00,Belgium,Belgium,BE,151.51,199.03,71.42,33.83,entsoe.eu
2023-11-28 00:00:00,Belgium,Belgium,BE,172.94,229.17,64.04,30.02,entsoe.eu
2023-11-29 00:00:00,Belgium,Belgium,BE,209.10,273.50,56.36,22.40,entsoe.eu
2023-11-30 00:00:00,Belgium,Belgium,BE,215.46,285.49,51.39,11.54,entsoe.eu
2023-12-01 00:00:00,Belgium,Belgium,BE,222.95,292.40,51.58,13.25,entsoe.eu
2023-12-02 00:00:00,Belgium,Belgium,BE,235.34,302.71,52.76,15.59,entsoe.eu
2023-12-03 00:00:00,Belgium,Belgium,BE,127.23,167.12,77.38,38.68,entsoe.eu
2023-12-04 00:00:00,Belgium,Belgium,BE,118.97,160.54,74.48,34.12,entsoe.eu
2023-12-05 00:00:00,Belgium,Belgium,BE,187.54,246.97,60.01,21.61,entsoe.eu
2023-12-06 00:00:00,Belgium,Belgium,BE,225.21,297.22,49.87,16.18,entsoe.eu
2023-12-07 00:00:00,Belgium,Belgium,BE,149.97,203.02,66.62,29.14,entsoe.eu
2023-12-08 00:00:00,Belgium,Belgium,BE,145.67,195.12,70.39,29.78,entsoe.eu
2023-12-09 00:00:00,Belgium,Belgium,BE,73.40,105.92,85.46,43.24,entsoe.eu
2023-12-10 00:00:00,Belgium,Belgium,BE,69.79,101.32,86.39,45.19,entsoe.eu
2023-12-11 00:00:00,Belgium,Belgium,BE,111.70,152.28,77.57,35.29,entsoe.eu
2023-12-12 00:00:00,Belgium,Belgium,BE,111.42,153.80,75.85,27.19,entsoe.eu
2023-12-13 00:00:00,Belgium,Belgium,BE,131.98,178.33,72.02,23.55,entsoe.eu
2023-12-14 00:00:00,Belgium,Belgium,BE,152.14,205.71,65.39,18.03,entsoe.eu
2023-12-15 00:00:00,Belgium,Belgium,BE,158.28,210.26,67.63,22.01,entsoe.eu
2023-12-16 00:00:00,Belgium,Belgium,BE,113.50,154.37,78.60,40.26,entsoe.eu
2023-12-17 00:00:00,Belgium,Belgium,BE,101.87,139.81,81.98,48.47,entsoe.eu
2023-12-18 00:00:00,Belgium,Belgium,BE,114.86,155.26,78.51,45.94,entsoe.eu
2023-12-19 00:00:00,Belgium,Belgium,BE,109.30,148.83,79.13,41.35,entsoe.eu
2023-12-20 00:00:00,Belgium,Belgium,BE,88.57,124.09,83.44,48.40,entsoe.eu
2023-12-21 00:00:00,Belgium,Belgium,BE,50.35,75.23,91.06,51.83,entsoe.eu
2023-12-22 00:00:00,Belgium,Belgium,BE,46.69,70.98,91.50,50.64,entsoe.eu
2023-12-23 00:00:00,Belgium,Belgium,BE,40.31,63.18,92.37,47.97,entsoe.eu
2023-12-24 00:00:00,Belgium,Belgium,BE,70.56,102.40,86.84,50.30,entsoe.eu
2023-12-25 00:00:00,Belgium,Belgium,BE,44.57,68.54,91.60,48.00,entsoe.eu
2023-12-26 00:00:00,Belgium,Belgium,BE,81.86,115.28,84.86,44.26,entsoe.eu
2023-12-27 00:00:00,Belgium,Belgium,BE,43.58,67.75,91.42,42.28,entsoe.eu
2023-12-28 00:00:00,Belgium,Belgium,BE,49.74,75.15,91.16,52.70,entsoe.eu
2023-12-29 00:00:00,Belgium,Belgium,BE,51.93,77.73,90.71,51.29,entsoe.eu
2023-12-30 00:00:00,Belgium,Belgium,BE,44.99,69.29,91.71,45.96,entsoe.eu
2023-12-31 00:00:00,Belgium,Belgium,BE,41.61,64.51,92.20,48.67,entsoe.eu
