Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Belgium,Belgium,BE,119.45,160.02,77.01,40.16,entsoe.eu,false,
2023-01-01 01:00:00,Belgium,Belgium,BE,118.93,159.32,77.59,40.18,entsoe.eu,false,
2023-01-01 02:00:00,Belgium,Belgium,BE,116.98,156.88,78.01,38.71,entsoe.eu,false,
2023-01-01 03:00:00,Belgium,Belgium,BE,116.85,156.97,78.16,39.46,entsoe.eu,false,
2023-01-01 04:00:00,Belgium,Belgium,BE,113.24,152.68,78.21,37.94,entsoe.eu,false,
2023-01-01 05:00:00,Belgium,Belgium,BE,111.09,150.14,78.67,38.47,entsoe.eu,false,
2023-01-01 06:00:00,Belgium,Belgium,BE,110.26,148.91,78.61,38.42,entsoe.eu,false,
2023-01-01 07:00:00,Belgium,Belgium,BE,106.09,143.91,79.31,38.88,entsoe.eu,false,
2023-01-01 08:00:00,Belgium,Belgium,BE,103.11,140.84,79.6,37.6,entsoe.eu,false,
2023-01-01 09:00:00,Belgium,Belgium,BE,100.92,138.85,80.77,39.24,entsoe.eu,false,
2023-01-01 10:00:00,Belgium,Belgium,BE,99.44,137.93,80.63,37.77,entsoe.eu,false,
2023-01-01 11:00:00,Belgium,Belgium,BE,95.19,132.99,81.35,38.24,entsoe.eu,false,
2023-01-01 12:00:00,Belgium,Belgium,BE,94.19,130.49,82.17,38.86,entsoe.eu,false,
2023-01-01 13:00:00,Belgium,Belgium,BE,90.79,126.41,82.54,36.52,entsoe.eu,false,
2023-01-01 14:00:00,Belgium,Belgium,BE,88.54,123.15,82.76,32.27,entsoe.eu,false,
2023-01-01 15:00:00,Belgium,Belgium,BE,81.49,114.45,83.51,28.25,entsoe.eu,false,
2023-01-01 16:00:00,Belgium,Belgium,BE,80.59,110.93,85.1,32.63,entsoe.eu,false,
2023-01-01 17:00:00,Belgium,Belgium,BE,79.67,110.1,85.09,33.56,entsoe.eu,false,
2023-01-01 18:00:00,Belgium,Belgium,BE,87.98,119.76,83.69,30.01,entsoe.eu,false,
2023-01-01 19:00:00,Belgium,Belgium,BE,85.66,117.09,84.05,30.29,entsoe.eu,false,
2023-01-01 20:00:00,Belgium,Belgium,BE,80.39,113.15,83.54,27.63,entsoe.eu,false,
2023-01-01 21:00:00,Belgium,Belgium,BE,87.02,120.9,82.39,29.41,entsoe.eu,false,
2023-01-01 22:00:00,Belgium,Belgium,BE,95.1,130.82,81.43,31.23,entsoe.eu,false,
2023-01-01 23:00:00,Belgium,Belgium,BE,100.74,137.68,80.51,32.2,entsoe.eu,false,
2023-01-02 00:00:00,Belgium,Belgium,BE,105.98,144.4,78.71,28.52,entsoe.eu,false,
2023-01-02 01:00:00,Belgium,Belgium,BE,111.17,151.37,77.79,27.83,entsoe.eu,false,
2023-01-02 02:00:00,Belgium,Belgium,BE,110.69,150.82,77.81,26.66,entsoe.eu,false,
2023-01-02 03:00:00,Belgium,Belgium,BE,109.43,149.7,78.06,26.21,entsoe.eu,false,
2023-01-02 04:00:00,Belgium,Belgium,BE,106.38,145.93,79.13,26.9,entsoe.eu,false,
2023-01-02 05:00:00,Belgium,Belgium,BE,94.12,131.89,80.45,23.19,entsoe.eu,false,
2023-01-02 06:00:00,Belgium,Belgium,BE,100.88,139.66,80.02,25.42,entsoe.eu,false,
2023-01-02 07:00:00,Belgium,Belgium,BE,101.5,139.64,80.72,27.24,entsoe.eu,false,
2023-01-02 08:00:00,Belgium,Belgium,BE,98.71,136.05,81.6,28.66,entsoe.eu,false,
2023-01-02 09:00:00,Belgium,Belgium,BE,92.14,129.86,81.91,28.91,entsoe.eu,false,
2023-01-02 10:00:00,Belgium,Belgium,BE,86.07,124.64,82.82,31.54,entsoe.eu,false,
2023-01-02 11:00:00,Belgium,Belgium,BE,81.14,119.12,83.02,28.42,entsoe.eu,false,
2023-01-02 12:00:00,Belgium,Belgium,BE,87.27,125.14,82.66,28.66,entsoe.eu,false,
2023-01-02 13:00:00,Belgium,Belgium,BE,92.55,132.92,80.58,27.02,entsoe.eu,false,
2023-01-02 14:00:00,Belgium,Belgium,BE,97.77,139.78,78.51,24.52,entsoe.eu,false,
2023-01-02 15:00:00,Belgium,Belgium,BE,118.97,162.14,77.02,26.21,entsoe.eu,false,
2023-01-02 16:00:00,Belgium,Belgium,BE,137.85,183.29,75.06,28.16,entsoe.eu,false,
2023-01-02 17:00:00,Belgium,Belgium,BE,154.19,204.24,71.4,26.73,entsoe.eu,false,
2023-01-02 18:00:00,Belgium,Belgium,BE,155.68,207.23,70.14,26.32,entsoe.eu,false,
2023-01-02 19:00:00,Belgium,Belgium,BE,150.28,200.58,71.59,27.04,entsoe.eu,false,
2023-01-02 20:00:00,Belgium,Belgium,BE,138.7,188.98,72.39,24.44,entsoe.eu,false,
2023-01-02 21:00:00,Belgium,Belgium,BE,136.69,185.95,73.5,25.14,entsoe.eu,false,
2023-01-02 22:00:00,Belgium,Belgium,BE,146.57,196.11,73.36,26.6,entsoe.eu,false,
2023-01-02 23:00:00,Belgium,Belgium,BE,144.89,194.02,74.08,24.41,entsoe.eu,false,
2023-01-03 00:00:00,Belgium,Belgium,BE,145.6,195.05,74.0,21.26,entsoe.eu,false,
2023-01-03 01:00:00,Belgium,Belgium,BE,124.3,171.13,76.66,17.82,entsoe.eu,false,
2023-01-03 02:00:00,Belgium,Belgium,BE,102.66,145.08,79.94,17.9,entsoe.eu,false,
2023-01-03 03:00:00,Belgium,Belgium,BE,94.06,135.51,79.82,17.59,entsoe.eu,false,
2023-01-03 04:00:00,Belgium,Belgium,BE,104.18,147.97,77.25,19.17,entsoe.eu,false,
2023-01-03 05:00:00,Belgium,Belgium,BE,99.62,143.15,77.42,21.35,entsoe.eu,false,
2023-01-03 06:00:00,Belgium,Belgium,BE,110.78,155.18,76.49,25.28,entsoe.eu,false,
2023-01-03 07:00:00,Belgium,Belgium,BE,125.21,168.52,76.59,31.06,entsoe.eu,false,
2023-01-03 08:00:00,Belgium,Belgium,BE,108.79,150.68,78.25,33.14,entsoe.eu,false,
2023-01-03 09:00:00,Belgium,Belgium,BE,112.0,154.7,78.03,35.79,entsoe.eu,false,
2023-01-03 10:00:00,Belgium,Belgium,BE,104.88,148.69,77.91,35.97,entsoe.eu,false,
2023-01-03 11:00:00,Belgium,Belgium,BE,95.78,138.4,78.93,36.64,entsoe.eu,false,
2023-01-03 12:00:00,Belgium,Belgium,BE,93.56,135.72,79.55,37.82,entsoe.eu,false,
2023-01-03 13:00:00,Belgium,Belgium,BE,94.41,136.19,79.42,37.35,entsoe.eu,false,
2023-01-03 14:00:00,Belgium,Belgium,BE,98.8,140.77,78.47,35.23,entsoe.eu,false,
2023-01-03 15:00:00,Belgium,Belgium,BE,106.06,148.59,77.36,34.61,entsoe.eu,false,
2023-01-03 16:00:00,Belgium,Belgium,BE,135.69,180.25,75.33,38.13,entsoe.eu,false,
2023-01-03 17:00:00,Belgium,Belgium,BE,131.88,177.51,74.73,37.9,entsoe.eu,false,
2023-01-03 18:00:00,Belgium,Belgium,BE,124.24,170.64,74.34,36.61,entsoe.eu,false,
2023-01-03 19:00:00,Belgium,Belgium,BE,128.08,174.59,74.0,37.61,entsoe.eu,false,
2023-01-03 20:00:00,Belgium,Belgium,BE,123.29,168.56,75.53,37.95,entsoe.eu,false,
2023-01-03 21:00:00,Belgium,Belgium,BE,126.98,171.7,76.09,39.29,entsoe.eu,false,
2023-01-03 22:00:00,Belgium,Belgium,BE,124.14,168.26,76.7,40.34,entsoe.eu,false,
2023-01-03 23:00:00,Belgium,Belgium,BE,118.6,161.27,77.0,39.9,entsoe.eu,false,
2023-01-04 00:00:00,Belgium,Belgium,BE,117.38,158.86,77.28,39.65,entsoe.eu,false,
2023-01-04 01:00:00,Belgium,Belgium,BE,115.56,157.03,77.37,39.19,entsoe.eu,false,
2023-01-04 02:00:00,Belgium,Belgium,BE,115.31,156.76,77.39,39.26,entsoe.eu,false,
2023-01-04 03:00:00,Belgium,Belgium,BE,115.09,156.47,77.5,39.05,entsoe.eu,false,
2023-01-04 04:00:00,Belgium,Belgium,BE,113.8,154.79,77.85,39.83,entsoe.eu,false,
2023-01-04 05:00:00,Belgium,Belgium,BE,115.43,156.95,78.02,41.29,entsoe.eu,false,
2023-01-04 06:00:00,Belgium,Belgium,BE,121.45,164.9,77.43,41.47,entsoe.eu,false,
2023-01-04 07:00:00,Belgium,Belgium,BE,122.18,165.71,77.31,41.2,entsoe.eu,false,
2023-01-04 08:00:00,Belgium,Belgium,BE,121.82,164.83,77.3,41.44,entsoe.eu,false,
2023-01-04 09:00:00,Belgium,Belgium,BE,119.91,162.61,77.82,42.02,entsoe.eu,false,
2023-01-04 10:00:00,Belgium,Belgium,BE,118.57,161.41,77.99,42.22,entsoe.eu,false,
2023-01-04 11:00:00,Belgium,Belgium,BE,116.33,159.49,77.89,41.32,entsoe.eu,false,
2023-01-04 12:00:00,Belgium,Belgium,BE,114.94,157.86,78.06,41.32,entsoe.eu,false,
2023-01-04 13:00:00,Belgium,Belgium,BE,115.07,158.22,77.94,41.05,entsoe.eu,false,
2023-01-04 14:00:00,Belgium,Belgium,BE,114.38,157.34,78.15,40.56,entsoe.eu,false,
2023-01-04 15:00:00,Belgium,Belgium,BE,118.38,161.37,77.68,40.44,entsoe.eu,false,
2023-01-04 16:00:00,Belgium,Belgium,BE,124.8,166.33,78.27,43.76,entsoe.eu,false,
2023-01-04 17:00:00,Belgium,Belgium,BE,125.21,167.35,77.77,43.64,entsoe.eu,false,
2023-01-04 18:00:00,Belgium,Belgium,BE,127.54,170.08,77.16,43.7,entsoe.eu,false,
2023-01-04 19:00:00,Belgium,Belgium,BE,123.97,167.01,77.05,42.21,entsoe.eu,false,
2023-01-04 20:00:00,Belgium,Belgium,BE,120.16,162.92,77.73,42.11,entsoe.eu,false,
2023-01-04 21:00:00,Belgium,Belgium,BE,119.39,162.24,77.74,42.51,entsoe.eu,false,
2023-01-04 22:00:00,Belgium,Belgium,BE,120.39,163.4,77.42,42.09,entsoe.eu,false,
2023-01-04 23:00:00,Belgium,Belgium,BE,119.61,162.37,77.69,41.94,entsoe.eu,false,
2023-01-05 00:00:00,Belgium,Belgium,BE,119.91,162.34,77.53,41.88,entsoe.eu,false,
2023-01-05 01:00:00,Belgium,Belgium,BE,120.44,162.23,77.3,41.61,entsoe.eu,false,
2023-01-05 02:00:00,Belgium,Belgium,BE,114.62,155.11,78.65,41.15,entsoe.eu,false,
2023-01-05 03:00:00,Belgium,Belgium,BE,112.93,152.97,78.88,40.7,entsoe.eu,false,
2023-01-05 04:00:00,Belgium,Belgium,BE,114.34,155.12,78.46,40.69,entsoe.eu,false,
2023-01-05 05:00:00,Belgium,Belgium,BE,114.87,157.0,78.45,39.25,entsoe.eu,false,
2023-01-05 06:00:00,Belgium,Belgium,BE,121.28,164.8,77.16,39.68,entsoe.eu,false,
2023-01-05 07:00:00,Belgium,Belgium,BE,134.36,180.74,74.3,37.23,entsoe.eu,false,
2023-01-05 08:00:00,Belgium,Belgium,BE,137.29,185.11,73.56,35.41,entsoe.eu,false,
2023-01-05 09:00:00,Belgium,Belgium,BE,128.71,177.02,74.25,34.33,entsoe.eu,false,
2023-01-05 10:00:00,Belgium,Belgium,BE,120.51,169.27,74.26,32.4,entsoe.eu,false,
2023-01-05 11:00:00,Belgium,Belgium,BE,123.01,172.64,73.37,29.95,entsoe.eu,false,
2023-01-05 12:00:00,Belgium,Belgium,BE,112.94,159.51,75.03,29.03,entsoe.eu,false,
2023-01-05 13:00:00,Belgium,Belgium,BE,102.98,148.33,75.41,25.77,entsoe.eu,false,
2023-01-05 14:00:00,Belgium,Belgium,BE,107.84,152.87,74.93,27.45,entsoe.eu,false,
2023-01-05 15:00:00,Belgium,Belgium,BE,99.28,141.96,76.66,27.45,entsoe.eu,false,
2023-01-05 16:00:00,Belgium,Belgium,BE,107.43,149.05,76.6,30.46,entsoe.eu,false,
2023-01-05 17:00:00,Belgium,Belgium,BE,117.37,161.78,74.54,32.26,entsoe.eu,false,
2023-01-05 18:00:00,Belgium,Belgium,BE,120.66,166.18,73.95,33.78,entsoe.eu,false,
2023-01-05 19:00:00,Belgium,Belgium,BE,118.13,163.56,74.65,34.01,entsoe.eu,false,
2023-01-05 20:00:00,Belgium,Belgium,BE,113.32,158.23,75.31,32.36,entsoe.eu,false,
2023-01-05 21:00:00,Belgium,Belgium,BE,105.53,149.16,77.11,33.63,entsoe.eu,false,
2023-01-05 22:00:00,Belgium,Belgium,BE,100.47,143.39,77.92,32.24,entsoe.eu,false,
2023-01-05 23:00:00,Belgium,Belgium,BE,92.43,133.15,80.28,35.21,entsoe.eu,false,
2023-01-06 00:00:00,Belgium,Belgium,BE,90.16,130.26,81.03,35.6,entsoe.eu,false,
2023-01-06 01:00:00,Belgium,Belgium,BE,92.24,132.18,80.96,37.35,entsoe.eu,false,
2023-01-06 02:00:00,Belgium,Belgium,BE,97.19,137.81,80.17,37.59,entsoe.eu,false,
2023-01-06 03:00:00,Belgium,Belgium,BE,100.39,141.46,79.75,38.39,entsoe.eu,false,
2023-01-06 04:00:00,Belgium,Belgium,BE,101.0,142.17,79.64,37.85,entsoe.eu,false,
2023-01-06 05:00:00,Belgium,Belgium,BE,113.02,155.3,78.68,39.79,entsoe.eu,false,
2023-01-06 06:00:00,Belgium,Belgium,BE,127.33,171.99,76.08,38.0,entsoe.eu,false,
2023-01-06 07:00:00,Belgium,Belgium,BE,142.3,189.23,73.89,36.38,entsoe.eu,false,
2023-01-06 08:00:00,Belgium,Belgium,BE,141.68,189.46,73.59,35.11,entsoe.eu,false,
2023-01-06 09:00:00,Belgium,Belgium,BE,126.19,172.59,75.83,36.18,entsoe.eu,false,
2023-01-06 10:00:00,Belgium,Belgium,BE,119.25,164.22,77.12,37.29,entsoe.eu,false,
2023-01-06 11:00:00,Belgium,Belgium,BE,111.81,155.12,78.43,38.26,entsoe.eu,false,
2023-01-06 12:00:00,Belgium,Belgium,BE,110.57,154.31,78.18,36.64,entsoe.eu,false,
2023-01-06 13:00:00,Belgium,Belgium,BE,114.59,158.69,77.72,33.78,entsoe.eu,false,
2023-01-06 14:00:00,Belgium,Belgium,BE,115.22,157.92,78.05,27.75,entsoe.eu,false,
2023-01-06 15:00:00,Belgium,Belgium,BE,112.84,153.37,78.75,25.86,entsoe.eu,false,
2023-01-06 16:00:00,Belgium,Belgium,BE,114.4,151.68,79.53,29.54,entsoe.eu,false,
2023-01-06 17:00:00,Belgium,Belgium,BE,126.57,165.46,77.99,33.46,entsoe.eu,false,
2023-01-06 18:00:00,Belgium,Belgium,BE,106.08,143.06,79.71,34.08,entsoe.eu,false,
2023-01-06 19:00:00,Belgium,Belgium,BE,122.63,162.96,77.56,35.88,entsoe.eu,false,
2023-01-06 20:00:00,Belgium,Belgium,BE,119.97,160.9,77.26,35.92,entsoe.eu,false,
2023-01-06 21:00:00,Belgium,Belgium,BE,109.6,150.13,76.95,34.11,entsoe.eu,false,
2023-01-06 22:00:00,Belgium,Belgium,BE,105.65,145.21,77.98,34.91,entsoe.eu,false,
2023-01-06 23:00:00,Belgium,Belgium,BE,97.42,135.12,79.79,36.76,entsoe.eu,false,
2023-01-07 00:00:00,Belgium,Belgium,BE,89.71,125.68,81.49,37.85,entsoe.eu,false,
2023-01-07 01:00:00,Belgium,Belgium,BE,87.82,123.5,81.92,38.39,entsoe.eu,false,
2023-01-07 02:00:00,Belgium,Belgium,BE,87.64,123.26,82.02,38.56,entsoe.eu,false,
2023-01-07 03:00:00,Belgium,Belgium,BE,88.89,124.73,81.87,38.48,entsoe.eu,false,
2023-01-07 04:00:00,Belgium,Belgium,BE,88.97,124.92,81.74,38.51,entsoe.eu,false,
2023-01-07 05:00:00,Belgium,Belgium,BE,89.42,125.18,81.76,36.65,entsoe.eu,false,
2023-01-07 06:00:00,Belgium,Belgium,BE,92.89,129.4,81.1,35.6,entsoe.eu,false,
2023-01-07 07:00:00,Belgium,Belgium,BE,104.15,140.08,80.69,39.2,entsoe.eu,false,
2023-01-07 08:00:00,Belgium,Belgium,BE,98.63,133.38,81.87,39.92,entsoe.eu,false,
2023-01-07 09:00:00,Belgium,Belgium,BE,93.88,130.66,81.42,39.89,entsoe.eu,false,
2023-01-07 10:00:00,Belgium,Belgium,BE,93.84,131.56,81.3,41.75,entsoe.eu,false,
2023-01-07 11:00:00,Belgium,Belgium,BE,95.77,134.11,81.06,43.45,entsoe.eu,false,
2023-01-07 12:00:00,Belgium,Belgium,BE,95.2,132.89,81.19,42.86,entsoe.eu,false,
2023-01-07 13:00:00,Belgium,Belgium,BE,101.23,139.5,79.93,40.6,entsoe.eu,false,
2023-01-07 14:00:00,Belgium,Belgium,BE,98.11,134.79,80.5,38.21,entsoe.eu,false,
2023-01-07 15:00:00,Belgium,Belgium,BE,95.57,130.94,81.31,37.28,entsoe.eu,false,
2023-01-07 16:00:00,Belgium,Belgium,BE,103.43,138.92,80.96,39.67,entsoe.eu,false,
2023-01-07 17:00:00,Belgium,Belgium,BE,118.03,156.33,79.26,41.56,entsoe.eu,false,
2023-01-07 18:00:00,Belgium,Belgium,BE,117.81,157.7,78.3,40.19,entsoe.eu,false,
2023-01-07 19:00:00,Belgium,Belgium,BE,117.2,156.64,78.6,41.0,entsoe.eu,false,
2023-01-07 20:00:00,Belgium,Belgium,BE,116.08,156.05,78.48,40.83,entsoe.eu,false,
2023-01-07 21:00:00,Belgium,Belgium,BE,112.82,152.3,78.67,39.78,entsoe.eu,false,
2023-01-07 22:00:00,Belgium,Belgium,BE,106.41,144.68,79.34,38.86,entsoe.eu,false,
2023-01-07 23:00:00,Belgium,Belgium,BE,109.94,148.94,79.11,36.7,entsoe.eu,false,
2023-01-08 00:00:00,Belgium,Belgium,BE,106.77,145.86,78.62,33.03,entsoe.eu,false,
2023-01-08 01:00:00,Belgium,Belgium,BE,97.05,133.98,80.56,34.78,entsoe.eu,false,
2023-01-08 02:00:00,Belgium,Belgium,BE,91.61,127.35,81.54,35.28,entsoe.eu,false,
2023-01-08 03:00:00,Belgium,Belgium,BE,90.47,126.1,81.85,35.98,entsoe.eu,false,
2023-01-08 04:00:00,Belgium,Belgium,BE,88.78,124.03,82.1,37.01,entsoe.eu,false,
2023-01-08 05:00:00,Belgium,Belgium,BE,86.87,121.52,82.44,35.27,entsoe.eu,false,
2023-01-08 06:00:00,Belgium,Belgium,BE,87.65,122.41,82.27,34.94,entsoe.eu,false,
2023-01-08 07:00:00,Belgium,Belgium,BE,88.78,123.71,82.24,35.62,entsoe.eu,false,
2023-01-08 08:00:00,Belgium,Belgium,BE,86.72,121.02,82.71,35.96,entsoe.eu,false,
2023-01-08 09:00:00,Belgium,Belgium,BE,88.37,124.44,82.23,38.41,entsoe.eu,false,
2023-01-08 10:00:00,Belgium,Belgium,BE,85.68,122.28,82.84,42.06,entsoe.eu,false,
2023-01-08 11:00:00,Belgium,Belgium,BE,86.35,123.39,82.84,44.06,entsoe.eu,false,
2023-01-08 12:00:00,Belgium,Belgium,BE,89.91,126.63,82.25,42.6,entsoe.eu,false,
2023-01-08 13:00:00,Belgium,Belgium,BE,91.3,128.03,81.79,40.44,entsoe.eu,false,
2023-01-08 14:00:00,Belgium,Belgium,BE,85.65,120.07,82.77,37.12,entsoe.eu,false,
2023-01-08 15:00:00,Belgium,Belgium,BE,89.75,124.01,82.1,35.74,entsoe.eu,false,
2023-01-08 16:00:00,Belgium,Belgium,BE,96.0,129.69,82.09,38.4,entsoe.eu,false,
2023-01-08 17:00:00,Belgium,Belgium,BE,99.79,133.46,81.92,39.94,entsoe.eu,false,
2023-01-08 18:00:00,Belgium,Belgium,BE,101.65,135.86,81.6,40.14,entsoe.eu,false,
2023-01-08 19:00:00,Belgium,Belgium,BE,107.16,142.86,80.85,39.92,entsoe.eu,false,
2023-01-08 20:00:00,Belgium,Belgium,BE,102.79,138.85,81.15,37.2,entsoe.eu,false,
2023-01-08 21:00:00,Belgium,Belgium,BE,89.25,122.28,82.82,35.93,entsoe.eu,false,
2023-01-08 22:00:00,Belgium,Belgium,BE,99.14,135.3,81.26,34.51,entsoe.eu,false,
2023-01-08 23:00:00,Belgium,Belgium,BE,85.99,120.26,82.34,30.38,entsoe.eu,false,
2023-01-09 00:00:00,Belgium,Belgium,BE,83.89,117.19,82.93,32.34,entsoe.eu,false,
2023-01-09 01:00:00,Belgium,Belgium,BE,86.62,120.51,82.46,33.84,entsoe.eu,false,
2023-01-09 02:00:00,Belgium,Belgium,BE,92.08,126.83,81.64,35.17,entsoe.eu,false,
2023-01-09 03:00:00,Belgium,Belgium,BE,98.46,134.28,80.55,35.81,entsoe.eu,false,
2023-01-09 04:00:00,Belgium,Belgium,BE,102.44,138.95,79.94,36.29,entsoe.eu,false,
2023-01-09 05:00:00,Belgium,Belgium,BE,108.84,147.16,78.64,37.73,entsoe.eu,false,
2023-01-09 06:00:00,Belgium,Belgium,BE,116.37,155.58,77.6,37.4,entsoe.eu,false,
2023-01-09 07:00:00,Belgium,Belgium,BE,116.16,154.07,78.33,38.19,entsoe.eu,false,
2023-01-09 08:00:00,Belgium,Belgium,BE,128.89,167.74,77.76,37.74,entsoe.eu,false,
2023-01-09 09:00:00,Belgium,Belgium,BE,105.46,141.63,80.2,35.87,entsoe.eu,false,
2023-01-09 10:00:00,Belgium,Belgium,BE,101.62,138.38,80.61,37.31,entsoe.eu,false,
2023-01-09 11:00:00,Belgium,Belgium,BE,94.09,130.03,81.92,38.21,entsoe.eu,false,
2023-01-09 12:00:00,Belgium,Belgium,BE,78.43,112.01,83.71,37.65,entsoe.eu,false,
2023-01-09 13:00:00,Belgium,Belgium,BE,78.64,111.99,83.43,35.86,entsoe.eu,false,
2023-01-09 14:00:00,Belgium,Belgium,BE,77.59,110.11,83.75,35.18,entsoe.eu,false,
2023-01-09 15:00:00,Belgium,Belgium,BE,75.33,107.22,84.02,34.3,entsoe.eu,false,
2023-01-09 16:00:00,Belgium,Belgium,BE,81.74,112.43,84.31,37.01,entsoe.eu,false,
2023-01-09 17:00:00,Belgium,Belgium,BE,93.26,125.63,82.98,38.83,entsoe.eu,false,
2023-01-09 18:00:00,Belgium,Belgium,BE,117.86,154.64,79.62,38.91,entsoe.eu,false,
2023-01-09 19:00:00,Belgium,Belgium,BE,115.8,154.91,78.01,36.84,entsoe.eu,false,
2023-01-09 20:00:00,Belgium,Belgium,BE,124.09,164.15,77.15,35.8,entsoe.eu,false,
2023-01-09 21:00:00,Belgium,Belgium,BE,120.71,160.6,77.45,35.57,entsoe.eu,false,
2023-01-09 22:00:00,Belgium,Belgium,BE,117.07,157.33,76.91,36.37,entsoe.eu,false,
2023-01-09 23:00:00,Belgium,Belgium,BE,124.69,165.93,76.05,38.05,entsoe.eu,false,
2023-01-10 00:00:00,Belgium,Belgium,BE,122.37,161.75,77.9,37.2,entsoe.eu,false,
2023-01-10 01:00:00,Belgium,Belgium,BE,115.36,153.48,79.1,36.45,entsoe.eu,false,
2023-01-10 02:00:00,Belgium,Belgium,BE,102.76,140.49,79.09,35.35,entsoe.eu,false,
2023-01-10 03:00:00,Belgium,Belgium,BE,104.44,142.74,78.69,32.83,entsoe.eu,false,
2023-01-10 04:00:00,Belgium,Belgium,BE,109.38,149.56,77.2,26.77,entsoe.eu,false,
2023-01-10 05:00:00,Belgium,Belgium,BE,133.31,175.61,75.2,28.14,entsoe.eu,false,
2023-01-10 06:00:00,Belgium,Belgium,BE,125.47,165.97,76.66,31.69,entsoe.eu,false,
2023-01-10 07:00:00,Belgium,Belgium,BE,125.55,164.55,77.42,33.39,entsoe.eu,false,
2023-01-10 08:00:00,Belgium,Belgium,BE,125.16,163.66,78.29,35.89,entsoe.eu,false,
2023-01-10 09:00:00,Belgium,Belgium,BE,104.34,141.72,79.92,38.59,entsoe.eu,false,
2023-01-10 10:00:00,Belgium,Belgium,BE,94.7,132.09,80.53,39.17,entsoe.eu,false,
2023-01-10 11:00:00,Belgium,Belgium,BE,94.79,131.77,80.53,38.17,entsoe.eu,false,
2023-01-10 12:00:00,Belgium,Belgium,BE,103.11,141.3,79.08,38.05,entsoe.eu,false,
2023-01-10 13:00:00,Belgium,Belgium,BE,114.14,154.46,77.06,37.92,entsoe.eu,false,
2023-01-10 14:00:00,Belgium,Belgium,BE,118.23,158.84,76.53,37.57,entsoe.eu,false,
2023-01-10 15:00:00,Belgium,Belgium,BE,119.63,160.39,76.33,37.31,entsoe.eu,false,
2023-01-10 16:00:00,Belgium,Belgium,BE,142.42,185.81,74.01,38.59,entsoe.eu,false,
2023-01-10 17:00:00,Belgium,Belgium,BE,146.82,191.39,72.93,39.84,entsoe.eu,false,
2023-01-10 18:00:00,Belgium,Belgium,BE,144.29,188.06,73.52,40.58,entsoe.eu,false,
2023-01-10 19:00:00,Belgium,Belgium,BE,133.34,176.56,74.17,40.03,entsoe.eu,false,
2023-01-10 20:00:00,Belgium,Belgium,BE,130.74,172.9,75.39,39.91,entsoe.eu,false,
2023-01-10 21:00:00,Belgium,Belgium,BE,126.34,167.43,76.5,39.0,entsoe.eu,false,
2023-01-10 22:00:00,Belgium,Belgium,BE,116.58,156.65,77.26,37.74,entsoe.eu,false,
2023-01-10 23:00:00,Belgium,Belgium,BE,113.46,152.85,78.01,39.25,entsoe.eu,false,
2023-01-11 00:00:00,Belgium,Belgium,BE,115.17,154.61,78.14,39.0,entsoe.eu,false,
2023-01-11 01:00:00,Belgium,Belgium,BE,117.52,157.08,78.22,39.67,entsoe.eu,false,
2023-01-11 02:00:00,Belgium,Belgium,BE,107.93,146.28,79.08,39.16,entsoe.eu,false,
2023-01-11 03:00:00,Belgium,Belgium,BE,105.44,143.63,79.3,38.16,entsoe.eu,false,
2023-01-11 04:00:00,Belgium,Belgium,BE,100.31,137.67,80.15,38.43,entsoe.eu,false,
2023-01-11 05:00:00,Belgium,Belgium,BE,102.36,139.52,80.46,39.03,entsoe.eu,false,
2023-01-11 06:00:00,Belgium,Belgium,BE,109.52,147.01,79.9,37.38,entsoe.eu,false,
2023-01-11 07:00:00,Belgium,Belgium,BE,122.68,160.28,79.22,40.0,entsoe.eu,false,
2023-01-11 08:00:00,Belgium,Belgium,BE,123.1,160.46,79.24,41.13,entsoe.eu,false,
2023-01-11 09:00:00,Belgium,Belgium,BE,109.87,147.06,80.8,42.39,entsoe.eu,false,
2023-01-11 10:00:00,Belgium,Belgium,BE,100.59,138.66,81.38,44.45,entsoe.eu,false,
2023-01-11 11:00:00,Belgium,Belgium,BE,89.34,126.9,82.03,44.86,entsoe.eu,false,
2023-01-11 12:00:00,Belgium,Belgium,BE,92.01,129.78,81.6,43.84,entsoe.eu,false,
2023-01-11 13:00:00,Belgium,Belgium,BE,97.42,136.14,80.58,42.96,entsoe.eu,false,
2023-01-11 14:00:00,Belgium,Belgium,BE,101.02,139.54,79.95,39.93,entsoe.eu,false,
2023-01-11 15:00:00,Belgium,Belgium,BE,118.27,157.56,78.38,38.09,entsoe.eu,false,
2023-01-11 16:00:00,Belgium,Belgium,BE,124.92,163.16,78.5,40.53,entsoe.eu,false,
2023-01-11 17:00:00,Belgium,Belgium,BE,135.97,176.35,76.89,43.19,entsoe.eu,false,
2023-01-11 18:00:00,Belgium,Belgium,BE,140.01,182.37,75.47,42.94,entsoe.eu,false,
2023-01-11 19:00:00,Belgium,Belgium,BE,134.36,176.97,76.03,42.16,entsoe.eu,false,
2023-01-11 20:00:00,Belgium,Belgium,BE,127.19,169.86,76.74,40.78,entsoe.eu,false,
2023-01-11 21:00:00,Belgium,Belgium,BE,123.35,166.27,77.28,41.59,entsoe.eu,false,
